Institute,City,Degree,Duration,Fee,Deadline,Subject
National Defence University,Islamabad,BS,4 Years,88507,31-12-2025,Strategic Studies
University Of Sargodha,Sargodha,BS,4 Years,30000,15-12-2025,Strategic Studies
