Institute,City,Degree,Duration,Fee,Deadline,Subject
University Of Agriculture,Faisalabad,B.Sc. [Engg.],4 Years,60500,28-07-2025,Energy Systems Engineering
Balochistan University Of Engineering & Technology,Khuzdar,BE,4 Years,16000,17-10-2025,Energy Systems Engineering
Hamdard University,Karachi,BE,4 Years,138600,15-07-2023,Energy Systems Engineering
