Institute,City,Degree,Duration,Fee,Deadline,Subject
"University Of Engineering & Technology, Lahore",Lahore,B.Sc. [Engg.],4 Years,62427,22-03-2026,Geological Engineering
Balochistan University Of It & Management Sciences,Quetta,BS,4 Years,48415,26-01-2026,Geological Engineering
