Institute,City,Degree,Duration,Fee,Deadline,Subject
Ned University Of Engineering & Technology,Karachi,BE,4 Years,46670,20-05-2025,Urban Regional Planning
University Of Peshawar,Peshawar,BS,4 Years,71000,23-09-2025,Urban Regional Planning
