Institute,City,Degree,Duration,Fee,Deadline,Subject
"University Of Engineering & Technology, Peshawar",Peshawar,BS,4 Years,85000,19-08-2025,Communication Engineering
University Of Engineering & Technology Peshawar ( Jalozai Campus ),Pabbi,BS,4 Years,85000,19-08-2025,Communication Engineering
