Institute,City,Degree,Duration,Fee,Deadline,Subject
Government College University Faisalabad (layyah Campus),Layyah,BS,4 Years,0,04-09-2023,Computer Science
"The Islamia University Of Bahawalpur, Liaqatpur Campus",Liaqatpur,BS,4 Years,49665,30-06-2025,Computer Science
"University Of Gujrat, Mandi Bahauddin  Campus",Mandi Baha-ud-din,BS,4 Years,0,15-08-2025,Computer Science
University Of Sargodha ( Mandi Baha-ud-din Campus ),Mandi Baha-ud-din,BS,4 Years,0,30-09-2017,Computer Science
The University Of Agriculture Peshawar (amir Muhammad Khan Campus),Mardan,BS,4 Years,72000,25-11-2024,Computer Science
University Of Sargodha ( Mianwali Campus ),Mianwali,BS,4 Years,36840,24-09-2018,Computer Science
"National University Of Modern Languages, Azad Jammu And Kashmir Campus",Mir Pur (ajk),BS,4 Years,0,09-12-2025,Computer Science
Sukkur Iba University ( Mirpur Khas Campus),Mir Pur Khas,BS,4 Years,0,20-11-2025,Computer Science
University Of Sindh ( Mir Pur Khas Campus ),Mir Pur Khas,BCS (H),4 Years,14500,04-10-2023,Computer Science
"Air University, Multan Campus",Multan,BCS,4 Years,86100,18-08-2025,Computer Science
National University Of Computer & Emerging Sciences ( Multan Campus ),Multan,BS,4 Years,160000,04-07-2025,Computer Science
National University Of Modern Language ( Multan Campus ),Multan,BS,4 Years,0,31-01-2026,Computer Science
University College Of Education,Multan,BCS,4 Years,0,14-07-2023,Computer Science
"Balochistan University Of Information Technology, Engineering And Management Sciences, Muslim Bagh Campus",Muslim Bagh,BS,4 Years,0,20-08-2025,Computer Science
University Of Engineering & Technology (narowal Campus),Narowal,BS,4 Years,62427,22-03-2026,Computer Science
University Of Gujrat (narowal Campus,Narowal,BS,4 Years,0,17-10-2017,Computer Science
"Sardar Bahadur Khan Women University, Noshki Campus",Nushki,BS,4 Years,10740,15-09-2025,Computer Science
University Of Engineering & Technology Peshawar ( Jalozai Campus ),Pabbi,BS,4 Years,85000,04-07-2025,Computer Science
University Of Makran,Panjgur,AD,2 Years,0,25-10-2024,Computer Science
University Of Makran,Panjgur,BS,4 Years,10382,25-10-2024,Computer Science
