Institute,City,Degree,Duration,Fee,Deadline,Subject
University College Lahore,Lahore,B.Sc.,3 Years,0,15-08-2014,Economics Management
Government Degree College For Women [dhoke Ratta],Rawalpindi,B.Sc.,2 Years,0,01-01-1970,Economics Management
Alta Vista College,Islamabad,B.Sc. [Hons],3 Years,0,18-06-2011,Economics Management
Universal College Islamabad,Islamabad,B.Sc.,3 Years,0,29-09-2018,Economics Management
