Institute,City,Degree,Duration,Fee,Deadline,Subject
The Superior University,Lahore,BS,4 Years,0,31-01-2026,Robotics
University Of Central Punjab,Lahore,BS,4 Years,0,10-10-2024,Robotics
Hitec University,Taxila,BS,4 Years,162000,30-08-2025,Robotics
"The University Of Lahore, Sub Campus",Sargodha,BS,4 Years,0,08-02-2025,Robotics
"Pak- Austria Fachhuochschule, Institute Of Applied Sciences And Technology",Haripur,BS,4 Years,0,03-01-2025,Robotics
