Institute,City,Degree,Duration,Fee,Deadline,Subject
Government Post Graduate College Of Science,Faisalabad,BS,4 Years,0,23-09-2024,Statistics
Government Post Graduate College [samanabad],Faisalabad,BS,4 Years,0,23-09-2023,Statistics
Government Postgraduate Islamia College,Faisalabad,BS,4 Years,0,04-10-2014,Statistics
"Uaf Community Collge, Jhang Road",Faisalabad,BS,4 Years,0,28-07-2025,Statistics
Government Post Graduate College[satellite Town],Gujranwala,BS (HONS),4 Years,0,02-10-2025,Statistics
"Islamabad Model College For Boys, F-10/4",Islamabad,BS,4 Years,0,07-09-2025,Statistics
Government Post Graduate College,Jhang,BS,4 Years,0,30-09-2025,Statistics
Government Postgraduate College,Kohat,BS,4 Years,0,20-08-2014,Statistics
Apwa Degree College For Women[jail Road],Lahore,AD,2 Years,0,02-10-2024,Statistics
Government College Of Science[wahdat Road],Lahore,BS,4 Years,0,14-09-2024,Statistics
Government College [township],Lahore,CERT,4 Years,0,07-09-2024,Statistics
Government Dyal Singh College[laxmi Chowk],Lahore,BS,4 Years,0,31-10-2022,Statistics
Government Islamia College [civil Lines],Lahore,BS,4 Years,0,25-09-2023,Statistics
Government Islamia Post Graduate College For Women,Lahore,BS,2 Years,0,30-11--0001,Statistics
Government Post Graduate College For Women [samanabad],Lahore,BS (HONS),4 Years,0,28-10-2021,Statistics
Government Queen Marry College,Lahore,BS,4 Years,0,15-07-2024,Statistics
Government Postgraduate College,Mansehra,BS,4 Years,0,22-08-2015,Statistics
Emerson University Multan,Multan,BS,4 Years,0,15-08-2025,Statistics
Government College For Women [katchery],Multan,BS,4 Years,0,30-11--0001,Statistics
Government College Of Science,Multan,BS,4 Years,0,23-10-2018,Statistics
Government Post Graduate College,Nowshera,BS,4 Years,0,08-09-2014,Statistics
Government College For Boys,Peshawar,BS,4 Years,0,30-08-2017,Statistics
Government College Peshawar,Peshawar,BS,4 Years,0,31-08-2019,Statistics
Government Superior Science College,Peshawar,BS,4 Years,0,20-08-2016,Statistics
Government Postgraduate Boys College,Rawala Kot,BS,4 Years,0,20-10-2012,Statistics
Government Post Graduate College[asghar Mall ],Rawalpindi,BS,4 Years,0,17-08-2025,Statistics
Government Post Graduate Gordon College,Rawalpindi,BS,4 Years,0,08-09-2023,Statistics
"Government Postgraduate College, Boys [satellite Town]",Rawalpindi,BS,4 Years,0,24-08-2024,Statistics
Government Post Graduate College,Sahiwal,BS,4 Years,0,09-10-2013,Statistics
Government Post Grduate College For Women,Sahiwal,BS,4 Years,0,10-11-2022,Statistics
