Institute,City,Degree,Duration,Fee,Deadline,Subject
Shifa Tameer-e-millat University,Islamabad,AD,2.5 Years,14000,18-11-2025,Urology
Shifa Tameer-e-millat University,Islamabad,B.Sc.,4 Years,188000,18-11-2025,Urology
