Institute,City,Degree,Duration,Fee,Deadline,Subject
Pir Mahar Ali Shah Arid Agriculture University,Rawalpindi,BS,4 Years,45650,08-08-2025,Chemistry
Rawalpindi Women University,Rawalpindi,BS,4 Years,35953,03-09-2025,Chemistry
University Of Sahiwal,Sahiwal,BS,4 Years,31440,31-07-2025,Chemistry
University Of Sargodha,Sargodha,BS,4 Years,30000,15-12-2025,Chemistry
Government College Women University,Sialkot,BS,4 Years,25000,22-01-2026,Chemistry
University Of Sialkot,Sialkot,BS,4 Years,115000,01-11-2024,Chemistry
University Of Sialkot,Sialkot,AD,2 Years,0,01-11-2024,Chemistry
The Begum Nusrat Bhutto Women University,Sukkur,BS,4 Years,43000,04-06-2025,Chemistry
University Of Swabi,Swabi,BS,4 Years,51270,16-09-2025,Chemistry
Women University Swabi,Swabi,BS,4 Years,45760,12-09-2025,Chemistry
The University Of Veterinary & Animal Sciences,Swat,BS,4 Years,18000,30-09-2025,Chemistry
University Of Swat,Swat,BS,4 Years,30900,12-10-2023,Chemistry
University Of Turbat,Turbat,BS,4 Years,24000,21-10-2024,Chemistry
"Shaheed Benazir Bhutto University, Sheringal",Upper Dir,BS,4 Years,30010,10-10-2025,Chemistry
University Of Chakwal,Chakwal,BS,4 Years,0,11-08-2025,Chemistry
Qurtuba University Of Science & Technology [di Khan],D.i. Khan,BS,4 Years,0,25-08-2025,Chemistry
Muslim Youth University,Islamabad,BS,4 Years,0,29-10-2025,Chemistry
Jinnah University For Women,Karachi,B.Sc. [Hons],4 Years,34000,15-10-2025,Chemistry
Muhammad Ali Jinnah University,Karachi,BS,4 Years,153000,12-01-2024,Chemistry
Forman Christian College,Lahore,B.Sc. [Hons],4 Years,358200,30-11-2025,Chemistry
Lahore Garrison University,Lahore,BS,4 Years,174635,30-11--0001,Chemistry
Lahore University Of Management Sciences,Lahore,BS,4 Years,811100,10-03-2026,Chemistry
Minhaj University,Lahore,AD,2 Years,99800,31-10-2025,Chemistry
Minhaj University,Lahore,BS,4 Years,147500,31-10-2025,Chemistry
The University Of Lahore ( Main Campus ),Lahore,BS,4 Years,130000,31-01-2026,Chemistry
University Of Central Punjab,Lahore,BS,4 Years,161875,10-10-2024,Chemistry
University Of Management And Technology,Lahore,BS,4 Years,212250,18-10-2024,Chemistry
University Of South Asia,Lahore,BS,4 Years,0,05-11-2022,Chemistry
Mohi-ud-din Islamic University,Mir Pur (ajk),BS,4 Years,60000,15-02-2024,Chemistry
Institute Of Southern Punjab,Multan,BS,4 Years,0,31-01-2025,Chemistry
Grand Asian University Sialkot,Sialkot,BS,4 Years,0,21-09-2024,Chemistry
University Of Wah,Wah Cantt,BS,4 Years,116000,20-09-2023,Chemistry
"The Islamia University Of Bahawalpur, Ahmadpur East Campus",Ahmadpur East,BS,4 Years,47115,30-06-2024,Chemistry
University Of Education ( Attock Campus ),Attock,BS,4 Years,20214,02-09-2025,Chemistry
The Islamia University Of Bahawalpur[sub Campus],Bahawal Nagar,BS,4 Years,47115,30-06-2025,Chemistry
University Of Sargodha ( Bhakkar Campus ),Bhakkar,BS,4 Years,0,03-11-2021,Chemistry
"University Of Agriculture Faisalabad, Sub Campu",Burewala,BS,4 Years,0,28-07-2025,Chemistry
University Of Agriculture Faisalabad[sub Campus],Depal Pur,BS,4 Years,60000,28-07-2025,Chemistry
University College Of Education,Faisalabad,BS,4 Years,0,14-07-2023,Chemistry
University Of Engineering And Technology[fiasalabad Campus],Faisalabad,BS,4 Years,62427,22-03-2026,Chemistry
University Of Sargodha ( Women Campus Faisalabad ),Faisalabad,BS,4 Years,0,14-10-2017,Chemistry
University Of Sargodha (lyallpur Campus),Faisalabad,BS,4 Years,0,30-09-2017,Chemistry
University Of Education [ Jauharabad Campus ],Joharabad,BS,4 Years,20214,02-09-2025,Chemistry
Universtiy Of Engineering And Technology (sub Campus),Kala Shah Kaku,BS,4 Years,62427,02-06-2025,Chemistry
"Federal Urdu University Of Arts  Science & Technology, Karachi",Karachi,B.Sc. [Hons],4 Years,34400,10-01-2025,Chemistry
Comsats University Islamabad( Lahore Campus ),Lahore,BS,4 Years,0,29-12-2025,Chemistry
University Of Gujrat (lahore Campus),Lahore,BS,4 Years,0,25-08-2018,Chemistry
University Of Sargodha ( Lahore Campus ),Lahore,BS,4 Years,0,30-09-2017,Chemistry
Government College University Faisalabad (layyah Campus),Layyah,BS,4 Years,0,04-09-2023,Chemistry
"The Islamia University Of Bahawalpur, Liaqatpur Campus",Liaqatpur,BS,4 Years,47115,30-06-2025,Chemistry
University Of Sargodha ( Mandi Baha-ud-din Campus ),Mandi Baha-ud-din,BS,4 Years,0,30-09-2017,Chemistry
University Of Sargodha ( Mianwali Campus ),Mianwali,BS,4 Years,0,24-09-2018,Chemistry
University College Of Education,Multan,BS,4 Years,0,14-07-2023,Chemistry
University Of Gujrat (narowal Campus,Narowal,BS,4 Years,0,17-10-2017,Chemistry
University Of Education,Okara,BS (HONS),4 Years,9400,21-09-2015,Chemistry
The Islamic University Of Bahawalpur[rahimyar Khan Campus],Rahim Yar Khan,BS,4 Years,47115,30-06-2025,Chemistry
University Of Gujrat (rawalpindi Campus),Rawalpindi,BS,4 Years,0,26-07-2018,Chemistry
"Government College University Faisalabad, Sahiwal Campus",Sahiwal,BS,4 Years,0,04-09-2023,Chemistry
"Shaheed Benazir Bhutto Women University Peshawar, Sub Campus",Swabi,BS,4 Years,0,02-09-2014,Chemistry
University Of Agriculture Faisal Abad[toba Tek Singh Campus],Toba Tek Singh,BS,4 Years,0,28-07-2025,Chemistry
University Of Education [ Vehari Campus ],Vehari,BS,4 Years,20214,02-09-2025,Chemistry
"Riphah International University, Faisalabad Campus",Faisalabad,BS,4 Years,98000,18-10-2025,Chemistry
Preston University [isb],Islamabad,BS,4 Years,80000,30-10-2025,Chemistry
Qurtuba University Of Science & Information Technology,Peshawar,BS,4 Years,44000,31-10-2024,Chemistry
"The University Of Lahore, Sub Campus",Sargodha,BS,4 Years,0,08-02-2025,Chemistry
"University Of Management And Technology, Sialkot Campus",Sialkot,BS,4 Years,0,30-10-2021,Chemistry
Government Degree College For Women[dmr],Bahawal Pur,BS,4 Years,3500,07-10-2025,Chemistry
Government S E College,Bahawal Pur,BS,4 Years,0,26-09-2014,Chemistry
Government Postgraduate College,Bannu,BS,4 Years,0,31-08-2013,Chemistry
Government Post Graduate College,Burewala,BS,4 Years,3500,06-11-2020,Chemistry
Government Postgraduate College,Chakwal,BS,4 Years,0,30-11--0001,Chemistry
Government College For Boys( Shab Qadar),Charsadda,BS,4 Years,0,20-09-2012,Chemistry
Government Degree College Shabqadar Charsadda,Charsadda,BS,4 Years,0,27-08-2018,Chemistry
Government Degree College Tangi,Charsadda,BS,4 Years,0,27-08-2018,Chemistry
Government Postgraduate College,Charsadda,BS,4 Years,0,27-08-2018,Chemistry
Government Degree College,Chitral,BS,4 Years,0,07-09-2012,Chemistry
Government Degree College For Women[company Bagh],D.g.khan,BS,4 Years,0,30-11--0001,Chemistry
Government Degree College[block-17],D.g.khan,BS,4 Years,0,05-10-2024,Chemistry
Government Post Graduate College,D.g.khan,BS,4 Years,0,30-11--0001,Chemistry
Government College For Women [madina Town],Faisalabad,BS,4 Years,0,30-11--0001,Chemistry
Government Post Graduate College Of Science,Faisalabad,BS,4 Years,0,23-09-2024,Chemistry
Government Post Graduate College [samanabad],Faisalabad,BS,4 Years,0,23-09-2023,Chemistry
"Uaf Community Collge, Jhang Road",Faisalabad,BS,4 Years,0,28-07-2025,Chemistry
Government Post Graduate College For Women [satellite Town],Gujranwala,BS,4 Years,0,10-09-2024,Chemistry
Government Post Graduate College[satellite Town],Gujranwala,BS (HONS),4 Months,0,02-10-2025,Chemistry
Government Post Graduate Islamia College,Gujranwala,BS,4 Years,0,08-10-2025,Chemistry
Government Boys College [qasimabad],Hyderabad,BS,4 Years,0,30-01-2026,Chemistry
Islamabad College For Girls Shalimar F-6/2,Islamabad,B.Sc.,4 Years,0,15-09-2022,Chemistry
"Islamabad Model College For Girls( Postgraduate ),f-7/2",Islamabad,BS,4 Years,0,07-09-2025,Chemistry
Government Post Graduate College,Jhang,BS (HONS),4 Years,0,30-09-2025,Chemistry
Government Post Gradute College[jhelum City],Jhelum,BS,4 Years,0,30-11--0001,Chemistry
Dj Sindh Government Science College,Karachi,BS,4 Years,0,31-12-2025,Chemistry
Government Superior Science College,Karachi,BS,4 Years,0,31-12-2025,Chemistry
Government Postgraduate College,Kohat,BS,4 Years,0,20-08-2014,Chemistry
Apwa Degree College For Women[jail Road],Lahore,CERT,4,3500,02-10-2024,Chemistry
Government College For Women [gulberg],Lahore,BS,4 Years,0,15-05-2024,Chemistry
Government College For Women[gulberg],Lahore,BS,4 Years,0,28-10-2022,Chemistry
Government College Of Science[wahdat Road],Lahore,BS,4 Years,0,14-09-2024,Chemistry
Government College [baghbanpura],Lahore,BS,4 Years,0,05-11-2022,Chemistry
Government College [township],Lahore,CERT,4,0,07-09-2024,Chemistry
Government Dyal Singh College[laxmi Chowk],Lahore,CERT,4,3500,31-10-2022,Chemistry
Government Islamia College [civil Lines],Lahore,BS,4 Years,0,25-09-2023,Chemistry
Government Islamia College [railway Road],Lahore,BS,4 Years,0,15-10-2021,Chemistry
Government Islamia Post Graduate College For Women,Lahore,BS,4 Years,0,17-09-2019,Chemistry
Government Islamia Post Graduate College For Women [cooper Road],Lahore,BS,4 Years,0,21-09-2023,Chemistry
Government M.a.o College,Lahore,BS (HONS),4 Years,0,30-11-1999,Chemistry
Government Post Graduate College For Women [ Samanabad ],Lahore,BS,4 Years,0,15-10-2019,Chemistry
Government Post Graduate College For Women [samanabad],Lahore,BS (HONS),4 Years,0,28-10-2021,Chemistry
Government Queen Marry College,Lahore,BS,4 Years,0,15-07-2024,Chemistry
Queen Marry College,Lahore,BS (HONS),4 Years,0,03-10-2020,Chemistry
University Of Home Economics,Lahore,BS,4 Years,0,25-07-2025,Chemistry
Government Post Graduate College,Lakki Marwat,BS,4 Years,0,26-08-2016,Chemistry
Government Post Graduate College,Mandi Baha-ud-din,BS,4 Years,0,26-10-2020,Chemistry
Government Postgraduate College,Mansehra,BS,4 Years,0,22-08-2015,Chemistry
Govenrment College,Mir Pur (ajk),BS,4 Years,0,26-09-2017,Chemistry
Government Postgraduate Boys College,Mir Pur (ajk),BS,4 Years,0,28-09-2014,Chemistry
Government Shah Abdul Latif Boys College,Mir Pur Khas,BS,4 Years,0,24-01-2026,Chemistry
Government Boys College,Mithi,BS,4 Years,0,15-01-2026,Chemistry
Emerson University Multan,Multan,BS,4 Years,0,15-08-2025,Chemistry
Government College For Women [katchery],Multan,BS,4 Years,0,30-11--0001,Chemistry
Government College Of Science,Multan,BS,4 Years,0,23-10-2018,Chemistry
Government College,Muzafargarh,BS,4 Years,0,05-10-2021,Chemistry
Government Post Graduate College,Nowshera,BS,4 Years,0,08-09-2014,Chemistry
Government College For Boys,Peshawar,BS,4 Years,0,30-08-2017,Chemistry
Government College Peshawar,Peshawar,BS,4 Years,0,31-08-2019,Chemistry
Government Degree College For Bys[hayatabad],Peshawar,BS,4 Years,0,31-08-2018,Chemistry
Government Degree College [mathra],Peshawar,BS,4 Years,0,30-11--0001,Chemistry
Government Frontier College For Women,Peshawar,BS,4 Years,0,30-08-2014,Chemistry
Government Superior Science College,Peshawar,BS,4 Years,0,20-08-2016,Chemistry
Jinnah College For Women,Peshawar,BS,4 Years,0,04-10-2021,Chemistry
Government College [quet],Quetta,BS,4 Years,0,05-04-2025,Chemistry
Government Girls College,Quetta,BS,4 Years,0,05-04-2025,Chemistry
Government Girls Degree College Jinnah Town,Quetta,BS,4 Years,0,20-04-2025,Chemistry
Khawaj Farid Government Post Graduate College,Rahim Yar Khan,BS,4 Years,0,10-10-2020,Chemistry
Government Post Graduate Gordon College,Rawalpindi,BS,4 Years,0,08-09-2023,Chemistry
Government Postgraduate College For Women[satellite Town],Rawalpindi,BS,4 Years,0,08-09-2013,Chemistry
"Government Postgraduate College, Boys [satellite Town]",Rawalpindi,BS,4 Years,0,24-08-2024,Chemistry
Nisar Shaheed College,Risalpur,BS,4 Years,0,08-09-2019,Chemistry
Government Post Graduate College,Sahiwal,BS,4 Years,0,09-10-2013,Chemistry
Government Post Grduate College For Women,Sahiwal,BS,4 Years,0,10-11-2022,Chemistry
Government Post Graduate College,Sammandri,BS,4 Years,0,09-10-2018,Chemistry
Government Ambala Muslim College,Sargodha,BS,4 Years,0,30-11--0001,Chemistry
Government Post Graduate College For Women [chandni Chowk],Sargodha,BS,4 Years,0,30-11--0001,Chemistry
Government Murray College,Sialkot,BS,4 Years,15000,18-08-2023,Chemistry
Government Postgraduate College For Women,Sialkot,BS,4 Years,0,30-11--0001,Chemistry
Government Post Graduate College,Swabi,BS,4 Years,0,05-09-2015,Chemistry
Government New Aligarh College,Tando Adam,BS,4 Years,0,06-10-2025,Chemistry
Government Degree College,Tando Jan Mohammad,BS,4 Years,0,15-01-2026,Chemistry
Government Degree College,Timergara,BS,4 Years,0,08-10-2021,Chemistry
Government Degree College,Umerkot,BS,4 Years,0,15-01-2026,Chemistry
"Riphah Community College, Abbotabad Campus",Abbottabad,AD,2 Years,0,31-08-2023,Chemistry
Heritage College,Arif Wala,BS,4 Years,0,21-10-2017,Chemistry
"Riphah International College, Bahawlpur",Bahawal Pur,AD,2 Years,0,31-10-2022,Chemistry
Kalarkahar Science College,Chakwal,BS,4 Years,0,23-09-2018,Chemistry
Aqsa Institute Of Professional Studies,Faisalabad,BS,4 Years,0,12-10-2019,Chemistry
Chenab College Of Advance Studies,Faisalabad,BS,4 Years,0,20-10-2020,Chemistry
Edison College,Faisalabad,BS,4 Years,0,07-08-2017,Chemistry
Faisalabad College For Women[main Samanabad Road],Faisalabad,BS,4 Years,0,04-08-2017,Chemistry
Informatics Group Of Colleges,Faisalabad,AD,2 Years,36000,07-01-2023,Chemistry
"Kips College, Boys, Jail Road",Faisalabad,BS,4 Years,0,15-10-2019,Chemistry
"Kips College, Girls, Jail Road",Faisalabad,BS,4 Years,0,15-10-2019,Chemistry
Layallpur Institute Of Management & Sciences ( Lims ),Faisalabad,BS,4 Years,0,14-10-2017,Chemistry
Shiblee College Of Commerce & Science,Faisalabad,BS,4 Years,0,24-10-2020,Chemistry
Shiblee College Of Commerce For Women[gulberg Campus],Faisalabad,BS,4 Years,0,24-10-2020,Chemistry
Shifa College For Women,Faisalabad,BS,4 Years,0,16-11-2019,Chemistry
"Superior College , Girls",Faisalabad,BS,4 Years,0,27-12-2021,Chemistry
"Superior College, Boys",Faisalabad,BS,4 Years,0,02-12-2022,Chemistry
"Superior College, City Campus, Kotwali Road",Faisalabad,BS,4 Years,0,06-11-2021,Chemistry
"Concorida Colleges, Gujranwala",Gujranwala,BS,4 Years,0,30-09-2019,Chemistry
Royal Gorup Of Colleges,Gujranwala,BS,4 Years,0,31-10-2020,Chemistry
"Iqra Degree College, Havelian",Havelian,AD,2 Years,0,04-12-2021,Chemistry
Islamabad College For Girls,Islamabad,BS,4 Years,0,07-09-2025,Chemistry
Icon College,Jaranwala,BS,4 Years,0,24-10-2020,Chemistry
Millat College,Jhang,BS,4 Years,0,01-11-2018,Chemistry
"Litra Valley College, Jango",Jhelum,BS (HONS),4 Years,0,22-09-2017,Chemistry
"Concordia Colleges, Kasur",Kasur,BS,4 Years,0,30-09-2019,Chemistry
Concordia Colleges,Lahore,BS,4 Years,0,28-10-2020,Chemistry
Gulab Devi Educational Complex,Lahore,BS,4 Years,0,30-11--0001,Chemistry
Informatics Group Of Colleges,Lahore,BS,4 Years,0,31-07-2024,Chemistry
P S E College,Lahore,BS,4 Years,0,27-08-2019,Chemistry
Punjab Group Of Colleges,Lahore,BS,4 Years,0,13-12-2022,Chemistry
"Riphah International College, Lahore",Lahore,AD,2 Years,0,01-11-2024,Chemistry
Fgk College,Layyah,BS,4 Years,0,27-10-2018,Chemistry
Legend College,Multan,BS,4 Years,0,03-12-2022,Chemistry
Multan Postgraduate College,Multan,BS,4 Years,0,30-09-2025,Chemistry
The Next College,Multan,BS,4 Years,0,30-10-2020,Chemistry
Chand Bagh College,Muridke,BS (HONS),4 Years,0,15-11-2019,Chemistry
"Misali Zakriya Graduate College, Dinpur",Muzafargarh,BS,4 Years,0,04-12-2021,Chemistry
Vertex College Of Science And Technology,Peshawar,AD,2 Years,0,27-09-2018,Chemistry
N I C C A S Postgraduate College,Rahim Yar Khan,BS,4 Years,0,27-09-2019,Chemistry
Citi College,Rawalpindi,BS,4 Years,0,30-03-2021,Chemistry
Comand College,Sahiwal,BS,4 Years,0,03-10-2019,Chemistry
Iqra Girls College,Sargodha,BS,4 Years,0,02-01-2023,Chemistry
"The Readers Group Of Colleges, Boys",Sargodha,BS,4 Years,0,16-10-2020,Chemistry
Superior College For Boys,Sillanwali,BS,4 Years,0,18-09-2021,Chemistry
Superior College For Girls,Sillanwali,BS,4 Years,0,18-09-2021,Chemistry
South Punjab Institute Of Science & Technology,D.g.khan,BS,4 Years,0,30-10-2017,Chemistry
Indus International Institute,D.g.khan,BS,4 Years,0,20-10-2016,Chemistry
"International Institute Of Science, Arts And Technology",Gujranwala,BS,4 Years,0,05-10-2025,Chemistry
Gulab Devi Post Graduate Medical Institute,Lahore,BS,4 Years,0,30-11--0001,Chemistry
Kaims International Institute,Multan,BS,4 Years,0,31-07-2019,Chemistry
Multan Institute Of Health Sciences,Multan,BS (HONS),4 Years,0,17-09-2017,Chemistry
National Institute Of Computer And Advanced Studies,Rahim Yar Khan,BS,4 Years,0,31-08-2023,Chemistry
Sargodha Institute Of Health Sciences,Sargodha,BS,4 Years,0,27-10-2018,Chemistry
Abdul Wali Khan University [palosa Campus],Charsadda,BS,4 Years,41794,30-11--0001,Chemistry
Abdul Wali Khan University ( Shankar Campus ),Mardan,BS,4 Years,55000,30-11--0001,Chemistry
University Of Sargodha ( Comand Campus Sahiwal ),Sahiwal,BS,4 Years,0,30-11--0001,Chemistry
University Of Gujrat ( Sialkot Campus),Sialkot,BS,4 Years,0,18-09-2017,Chemistry
Government  Girls Degree College,Moro,BS,4 Years,0,06-10-2025,Chemistry
"Bahauddin Zakria University,sahiwal Campus",Sahiwal,BS,4 Years,22460,30-09-2016,Chemistry
