Institute,City,Degree,Duration,Fee,Deadline,Subject
The University Of Buner,Buner,BS,4 Years,0,18-09-2025,Electronics Communication
The University Of Lahore ( Main Campus ),Lahore,BS,4 Years,152000,19-09-2018,Electronics Communication
The University Of Lahore ( Islamabad Campus ),Islamabad,BS,4 Years,127200,23-03-2019,Electronics Communication
