Institute,City,Degree,Duration,Fee,Deadline,Subject
National College Of Arts,Lahore,BS,4 Years,127320,12-08-2025,Culture
"Abdul Wali Khan University, Mardan",Mardan,BS,4 Years,35000,18-08-2025,Culture
