Institute,City,Degree,Duration,Fee,Deadline,Subject
Riphah International University Lahore,Lahore,B.Sc. [Engg.],4 Years,119800,15-01-2024,Electrical
National University Of Computer And Emerging Sciences ( Peshawar Campus ),Peshawar,BS,4 Years,160000,04-07-2025,Electrical
Foundation University Islamabad (sub Campus),Rawalpindi,BS,4 Years,200000,01-08-2025,Electrical
Riphah International University ( Rawalpindi Campus ),Rawalpindi,BS,4 Years,0,19-09-2018,Electrical
"University Of Management And Technology, Sialkot Campus",Sialkot,BS,4 Years,0,30-10-2021,Electrical
"Pak- Austria Fachhuochschule, Institute Of Applied Sciences And Technology",Haripur,BE,4 Years,0,03-01-2025,Electrical
Pakistan Navy Engineering College,Karachi,BE,4 Years,174050,25-01-2026,Electrical
Ali Ahmad Shah University College Of Engineering  & Tech.,Mir Pur (ajk),B.Sc. [Engg.],4 Years,0,01-01-1970,Electrical
College Of Electrical And Mechenical Engineering,Rawalpindi,BS,4 Years,174050,25-01-2026,Electrical
Chenab College Of Engineering & Technology,Gujranwala,B.Sc. [Engg.],4 Years,0,31-10-2019,Electrical
Pimsat - Institute Of Higher Education,Karachi,BE,4 Years,0,18-02-2017,Electrical
Grand Charter College,Lahore,B.Sc. [Engg.],4 Years,50000,02-08-2018,Electrical
Rise Group Of Colleges,Lahore,B.Sc. [Engg.],4 Years,0,15-11-2015,Electrical
Sharif College Of Engineering & Technology,Lahore,B.Sc. [Engg.],4 Years,144000,04-09-2023,Electrical
Namal College,Mianwali,B.Sc. [Engg.],4 Years,0,30-06-2019,Electrical
Quaid-e-azam College Of Engineering & Technology,Pattoki,B.Sc. [Engg.],4 Years,0,05-11-2016,Electrical
Brave College Of Technology,Peshawar,B.Sc. [Engg.],4 Years,0,09-11-2013,Electrical
Peshawar College Of Engineering,Peshawar,B.Sc. [Engg.],4 Years,0,03-11-2016,Electrical
Swedish College  Of Engineering And Technology,Rahim Yar Khan,B.Sc.,4 Years,0,04-09-2023,Electrical
Army Public College Of Management & Sciences,Rawalpindi,B.Sc. [Engg.],4 Years,0,06-08-2020,Electrical
Iuse School Of Engineering And Management Sciences,Rawalpindi,BS,4 Years,0,07-10-2017,Electrical
Quaid-e-azam College Of Engineering And Technology,Sahiwal,B.Sc. [Engg.],4 Years,0,04-09-2023,Electrical
Islam College Of Engineering & Management Sciences,Sialkot,B.Sc. [Engg.],4 Years,0,03-11-2021,Electrical
Swedish College  Of Engineering And Technology[wah  Cantt Campus],Wah Cantt,B.Sc. [Engg.],4 Years,0,02-10-2022,Electrical
Nfc Institute Of Engineering & Fertilizer Research,Faisalabad,B.Sc. [Engg.],4 Years,45000,22-07-2025,Electrical
Nfc Institute Of Engineering & Fertilizer Research,Faisalabad,B.Sc. [Engg.],4 Years,0,02-07-2019,Electrical
"Centre For Emerging Sciences, Engineering And Technology",Islamabad,B.Sc. [Engg.],4 Years,0,23-09-2016,Electrical
Islamabad Institute Of Arts And Applied Sciences,Islamabad,B.Sc. [Engg.],4 Years,0,03-09-2016,Electrical
Emaan Institute Of Management & Sciences,Karachi,BS,4 Years,96000,20-07-2024,Electrical
Pakistan Institute Of Engineering And Technology,Multan,B.Sc.,4 Years,0,10-08-2019,Electrical
Gandhara Institute Of Sceince & Technology  Pgs Engineering College,Peshawar,B.Sc. [Engg.],4 Years,0,05-10-2019,Electrical
Ata Institute Of Engineering & Technology,Wazirabad,B.Sc. [Engg.],4 Years,0,24-11-2017,Electrical
Ss-care School Of Engineering,Islamabad,B.Sc.,4 Years,0,01-01-1970,Electrical
Grafton College,Islamabad,BE,4 Years,97950,05-12-2022,Electrical
