Institute,City,Degree,Duration,Fee,Deadline,Subject
Liaquat University Of Medical And Health Sciences,Jamshoro,BS,4 Years,0,10-10-2025,Neuro Sciences
Zia-ud-din Medical University,Karachi,BS,4 Years,96500,26-08-2025,Neuro Sciences
