Institute,City,Degree,Program,Duration,Eligibility,Admission Test,Fee URL,Program URL
University of the Punjab,Lahore,PhD,Ph.D Geomatics Institute of Geography Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D Islamic Studies (Regular) Sheikh Zayed Islamic Centre Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D Kashmiryat Department of Persian Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D Mathematics Fall,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D Media & Development Communication Faculty of Islamic Studies Institute of Islamic Studies Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D Metallurgy and Materials Engineering Institute of Polymer & Textile Engineering Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D Molecular Biology (Regular) School of Biochemistry & Biotechnology Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D Persian Institute of Punjabi and Cultural Studies Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D Political Science Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D Programs Masters Programs Undergraduate Programs Diploma Certificates All Programs Scholarships HEC Approved Supervisors Student Information Affiliated Colleges Semester System Annual System Campus Life Careers Apply Online Available Jobs Admission Apply Online (On-Campus Programs) Notices BS Admission Related FAQs Regulations Merit of Last Year,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D Urdu Faculty of Pharmacy Punjab University College of Pharmacy Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D Zoology Old Scheme National Centre of Excellence in Molecular Biology Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D in Business Administration (Morning) School of Economics Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D in Clinical Psychology Department of Gender Studies Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D in History Department of Philosophy Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D in Information Management Sub department under School of Communication Studies,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D in Social Work Institute of Applied Psychology Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D in Statistics (Morning) Department of Physics Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. (Agriculture) Department of Plant Pathology Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. (Agriculture) Faculty of Arts and Humanities Centre for South Asian Studies Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. (Business Management) Faculty of Computing & Information Technology Department of Computer Science Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. (Commerce) (,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. (Economics) Faculty of Chemical and Materials Engineering Institute of Chemical Engineering & Technology Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. (High Energy Physics) Centre of Excellence in Solid State Physics Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Biochemistry Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Biological Sciences Faculty of Oriental Learning Department of Arabic Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Chemistry Allama-Iqbal Campus Faculty of Arts and Humanities Sub department under College of Art & Design,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Energy & Environmental Engineering Faculty of Geo-Sciences Centre For Integrated Mountain Research (CIMR) Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Environmental Sciences Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Geography Institute of Geology Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Industrial Engineering & Management Institute of Quality & Technology Management Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. International Relations Program (Afternoon Self Supporting) Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. International Relations Program Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Media & Communication Studies Sub department under School of Communication Studies,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Microbiology & Molecular Genetics (Regular) Institute of Zoology Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Pakistan Studies Faculty of Behavioral and Social Sciences Centre for Clinical Psychology Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Pharmacy in Pharmaceutical Chemistry Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Pharmacy in Pharmaceutics Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Pharmacy in Pharmacognosy Gujranwala Campus Faculty of Commerce Khanspur Campus Jhelum Campus Pothohar Campus Note,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Pharmacy in Pharmacology Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Political Science (Afternoon Self Supporting) Department of Social Work Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Polymer Technology (Regular Programme) Faculty of Commerce Hailey College of Commerce Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Produced Annual Reports Debates Sports Community Services Authorized Bank Branches List of all Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Public Health (Evening Self-Supporting Program) Faculty of Information and Media Studies Institute of Information Management Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Punjabi (Morning) Institute of Urdu Language & Literature Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Sociology (Morning,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Solid State Physics College of Statistical Sciences Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Sports Sciences & Physical Education Institute of English Studies Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. TQM Faculty of Science Centre for High Energy Physics Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. Zoology (Regular) Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. in Islamic Studies Faculty of Law University Law College Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. in Law Faculty of Life-Sciences Institute of Botany Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,Ph.D. in South Asian Studies Department of History & Pakistan Studies Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,PhD (Data Science) Department of Information Technology Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,PhD (Industrial Chemistry) Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,PhD Artificial Intelligence Faculty of Life-Sciences Faculty of Oriental Learning Department of Kashmiriat Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,PhD English (Literature) Pakistan Study Centre Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,PhD Philosophy Department of Sports Sciences & Physical Education Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,PhD Physics (Regular) Institute of Mathematics Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,PhD in Administrative Sciences Institute of Business Administration (IBA) Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,PhD in Geo-environmental Conservation and Sustainable Development (GCSD) College of Earth & Environmental Sciences Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,PhD in Special Education (Regular) Faculty of Electrical,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
University of the Punjab,Lahore,PhD,PhD. Art & Design (Art History & Studio Practice) Faculty of Commerce Hailey College of Banking & Finance Degree Program Name Ph,3–5 Years,Relevant MS / MPhil,GAT (Subject) + Interview,https://pu.edu.pk/fee,https://pu.edu.pk/program/index/Ph.%20D
